Molecule,=O,O,C,N,-O,=N,=N-O,-C(=O)H,-C#CH,-C#N,-OEt,-OMe,-N,-C(=O)N,-X,F,-CF3,=NCH3,-cPropyl,-tBu,-C(=O)OMe,-C(=O)O,-NC(=O)CH3,U0,U,H,G,Cv
CCC(OC=N)C#N,0.0,1.0,5,2.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.930589,-379.921553,-379.920608,-379.965256,30.592
CCC(OC=O)C#C,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.728913,-383.719734,-383.71879,-383.763612,31.557
CCC(OC=O)C#N,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.832384,-399.823545,-399.822601,-399.866983,29.591
CNC(CC=O)C#N,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.929753,-379.920847,-379.919903,-379.963699,30.481
COC(CC=O)C#C,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.697708,-383.688341,-383.687397,-383.732698,31.842
COC(CC=O)C#N,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.802765,-399.793704,-399.79276,-399.837691,29.912
NCC(NC=O)C#N,1.0,1.0,4,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-396.00462,-395.995833,-395.994889,-396.03864,30.059
NCC(OC=N)C#N,0.0,1.0,4,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-395.972878,-395.964016,-395.963072,-396.00741,29.988
NCC(OC=O)C#N,1.0,2.0,4,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415.874788,-415.866124,-415.86518,-415.909479,28.995
OCC(CC=O)C#C,1.0,2.0,6,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.710346,-383.701577,-383.700633,-383.743922,31.286
OCC(CC=O)C#N,1.0,2.0,5,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.813516,-399.804593,-399.803649,-399.848206,29.969
OCC(NC=O)C#C,1.0,2.0,5,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.781014,-399.772255,-399.771311,-399.815141,30.699
OCC(NC=O)C#N,1.0,2.0,4,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415.886668,-415.878226,-415.877282,-415.920603,28.789
OCC(OC=N)C#C,0.0,2.0,5,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.746769,-399.737843,-399.736899,-399.781024,30.85
OCC(OC=N)C#N,0.0,2.0,4,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415.850605,-415.841996,-415.841051,-415.884735,28.93
OCC(OC=O)C#C,1.0,3.0,5,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-419.649043,-419.64027,-419.639326,-419.683267,29.897
OCC(OC=O)C#N,1.0,3.0,4,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-435.751655,-435.743202,-435.742258,-435.785855,27.974
CCC(CC=O)C=O,9.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.961657,-384.951959,-384.951015,-384.997768,32.438
CCC(NC=O)C=O,13.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.040005,-401.030985,-401.030041,-401.074343,31.039
CCC(OC=N)C=O,6.0,2.0,5,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.004769,-400.995615,-400.99467,-401.039231,31.305
CCC(OC=O)C=O,13.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.907916,-420.89895,-420.898006,-420.942175,30.305
CCN(CC=O)C=O,12.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.03136,-401.022223,-401.021279,-401.066417,30.942
COC(CC=O)C=O,1.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.875891,-420.866435,-420.865491,-420.911729,30.868
OCC(CC=O)C=O,3.0,3.0,5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.887053,-420.877884,-420.876939,-420.922005,30.76
OCC(NC=O)C=O,5.0,3.0,4,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-436.962999,-436.95441,-436.953466,-436.996782,29.418
OCC(OC=N)C=O,2.0,3.0,4,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-436.926885,-436.918202,-436.917258,-436.960795,29.594
OCC(OC=O)C=O,5.0,4.0,4,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-456.829588,-456.821087,-456.820142,-456.863299,28.621
CCN=C(NC)C#N,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-360.059585,-360.049983,-360.049039,-360.094528,32.63
CCN=C(NC)C=O,12.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.131102,-381.121276,-381.120332,-381.166987,33.253
CCNC(=NC)C#N,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-360.059701,-360.050128,-360.049184,-360.094483,32.629
CCOC(=NC)C#C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.832996,-363.823502,-363.822557,-363.867496,32.954
CCOC(=NC)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.935544,-379.926391,-379.925447,-379.969829,31.032
CCCC(C#C)C#C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-310.603406,-310.593807,-310.592862,-310.637833,34.643
CCCC(C#C)C#N,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-326.710587,-326.701346,-326.700402,-326.744865,32.528
CCCC(C#N)C#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-342.814125,-342.805232,-342.804288,-342.848221,30.536
CCNC(C#C)C#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-342.744773,-342.735668,-342.734724,-342.778949,31.835
CCNC(C#N)C#N,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-358.847995,-358.8392,-358.838256,-358.882015,29.954
CCOC(C#C)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-346.515294,-346.505975,-346.505031,-346.54957,32.963
CCOC(C#C)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.620538,-362.611539,-362.610595,-362.654693,30.982
CCOC(C#N)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-378.721445,-378.71276,-378.711816,-378.75548,29.087
COCC(C#C)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-346.514658,-346.505286,-346.504341,-346.549018,32.84
COCC(C#C)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.621589,-362.612569,-362.611625,-362.655817,30.745
[NH3+]CC[C-](C#N)C#N,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-358.858483,-358.849861,-358.848917,-358.892223,29.837
OCCC(C#C)C#C,0.0,1.0,7,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-346.522478,-346.513059,-346.512114,-346.556832,33.407
OCCC(C#C)C#N,0.0,1.0,6,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-362.629284,-362.62022,-362.619276,-362.663482,31.3
CCNC(C=O)=NC,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-381.126762,-381.116948,-381.116004,-381.162037,33.45
CCOC(C=O)=NC,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-401.007169,-400.997694,-400.996749,-401.042129,31.941
CCCC(C=O)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.784756,-347.775091,-347.774146,-347.820062,33.547
CCCC(C=O)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.891183,-363.881869,-363.880925,-363.926377,31.466
CCNC(C=O)C#C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-363.821284,-363.811876,-363.810932,-363.855984,32.74
CCNC(C=O)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.923832,-379.914606,-379.913662,-379.959277,30.827
CCOC(C=O)C#C,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.698481,-383.689038,-383.688094,-383.733614,31.98
CCOC(C=O)C#N,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.802412,-399.793237,-399.792293,-399.837863,30.074
CNCC(C=O)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-379.926867,-379.91777,-379.916825,-379.961563,30.525
COCC(C=O)C#C,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.696972,-383.687608,-383.686664,-383.73176,31.724
COCC(C=O)C#N,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.802494,-399.793456,-399.792511,-399.83733,29.646
OCCC(C=O)C#C,0.0,2.0,6,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-383.704057,-383.694575,-383.69363,-383.739323,32.294
OCCC(C=O)C#N,0.0,2.0,5,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399.810058,-399.800915,-399.79997,-399.84512,30.252
CCCC(C=O)C=O,8.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.963514,-384.954002,-384.953058,-384.998911,32.211
CCCN(C=N)C=O,4.0,1.0,5,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.142712,-381.133448,-381.132504,-381.177559,31.74
CCCN(C=O)C=O,8.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.042931,-401.033769,-401.032825,-401.077786,30.907
CCNC(C=O)C=O,8.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.997393,-400.987764,-400.98682,-401.033478,31.835
CCOC(C=O)C=O,0.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.87972,-420.870506,-420.869562,-420.914554,30.767
COCC(C=O)C=O,2.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.876647,-420.867301,-420.866357,-420.91201,30.537
OCCC(C=O)C=O,4.0,3.0,5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420.879851,-420.870359,-420.869415,-420.915784,31.159
OCCN(C=N)C=O,2.0,2.0,4,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-417.082444,-417.074285,-417.073341,-417.115397,29.074
OCCN(C=O)C=O,4.0,3.0,4,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-436.963547,-436.954776,-436.953832,-436.997634,29.507
CCCC(OC)=NC,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-366.267971,-366.257433,-366.256489,-366.304639,35.738
CCOC(CC)=NC,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-366.278184,-366.267795,-366.26685,-366.314557,35.652
CCOC(CO)=NC,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-402.198001,-402.187879,-402.186934,-402.234221,34.331
COC(CCO)=NC,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-402.182761,-402.17247,-402.171526,-402.218714,34.608
COCC(OC)=NC,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-402.178196,-402.168016,-402.167072,-402.214452,33.845
CCC(CCO)C#C,0.0,1.0,7,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.972263,-348.962128,-348.961184,-349.00744,35.973
CCC(CCO)C#N,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.081449,-365.071638,-365.070693,-365.116574,33.897
CCC(COC)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.965791,-348.95571,-348.954766,-349.001002,35.426
CCC(COC)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.073139,-365.063366,-365.062422,-365.108289,33.361
CCCC(CC)C#C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-313.05088,-313.040508,-313.039564,-313.086413,37.273
CCCC(CC)C#N,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-329.161984,-329.151995,-329.151051,-329.19718,35.122
CCCC(CO)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.97391,-348.963939,-348.962995,-349.009054,35.661
CCCC(CO)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.083476,-365.073812,-365.072868,-365.118447,33.67
CCCC(NC)C#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-345.193135,-345.18325,-345.182306,-345.228356,34.466
CCCC(OC)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.965333,-348.955266,-348.954322,-349.000466,35.521
CCCC(OC)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.072606,-365.062866,-365.061922,-365.107611,33.532
CCNC(CC)C#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-345.196222,-345.186358,-345.185414,-345.23144,34.51
CCNC(CN)C#N,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-361.241279,-361.231654,-361.23071,-361.276021,33.774
CCNC(CO)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.118776,-381.109338,-381.108394,-381.153608,32.85
CCOC(CC)C#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.970736,-348.960669,-348.959724,-349.005929,35.641
CCOC(CC)C#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.078194,-365.068447,-365.067502,-365.113279,33.655
CCOC(CN)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.120203,-381.110651,-381.109707,-381.155028,33.008
CCOC(CO)C#C,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.888548,-384.878875,-384.87793,-384.923797,33.919
CCOC(CO)C#N,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.998708,-400.989392,-400.988448,-401.033372,31.95
CNC(CCO)C#N,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.109122,-381.099377,-381.098433,-381.144304,33.476
CNC(COC)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.103461,-381.093826,-381.092882,-381.138595,32.647
CNCC(NC)C#N,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-361.231377,-361.221787,-361.220843,-361.266008,33.362
CNCC(OC)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-381.106669,-381.097003,-381.096059,-381.141685,32.707
COC(CCO)C#C,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.885275,-384.875428,-384.874484,-384.920301,34.262
COC(CCO)C#N,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.991887,-400.982376,-400.981432,-401.026751,32.274
COCC(CO)C#C,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.884264,-384.874324,-384.87338,-384.919425,34.234
COCC(CO)C#N,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.993795,-400.984372,-400.983428,-401.028625,31.885
COCC(OC)C#C,0.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.873782,-384.863856,-384.862912,-384.909116,33.874
COCC(OC)C#N,0.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-400.980435,-400.970778,-400.969834,-401.015739,31.929
OCCC(CO)C#C,0.0,2.0,6,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-384.893254,-384.88348,-384.882536,-384.928301,34.403
OCCC(CO)C#N,0.0,2.0,5,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401.002868,-400.993391,-400.992446,-401.037741,32.436
CCC(CCO)C=O,5.0,2.0,6,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.149787,-386.13955,-386.138606,-386.18606,34.888
CCC(COC)C=O,3.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.142783,-386.132649,-386.131705,-386.178609,34.337
CCCC(CC)C=O,9.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350.229825,-350.219383,-350.218438,-350.266242,36.151
