index,smiles,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
10275,H,1.9995,69.56,-0.2227,-0.0171,0.2056,1055.3517,0.141139,-397.2154,-397.20572,-397.20477,-397.25055,33.415
10276,H,8.705,65.36,-0.2225,-0.0307,0.1918,1049.1304,0.129567,-417.0936,-417.0846,-417.08365,-417.1276,30.867
10277,H,3.0178,67.0,-0.2518,-0.0327,0.2191,1034.5803,0.127205,-383.7233,-383.71423,-383.7133,-383.75745,32.217
10278,H,1.6031,61.86,-0.2705,-0.0421,0.2284,1041.8644,0.116114,-399.8259,-399.8168,-399.81586,-399.8607,30.85
10279,H,2.1028,73.98,-0.2432,-0.0176,0.2255,1120.1355,0.149719,-347.79794,-347.78818,-347.78723,-347.83316,34.326
10280,H,3.0158,70.74,-0.2436,0.029,0.2725,1081.9664,0.139925,-363.87198,-363.86258,-363.86163,-363.9066,33.679
10281,H,2.101,69.08,-0.2674,-0.0355,0.232,1096.7754,0.139431,-363.9054,-363.89603,-363.89508,-363.94046,32.239
10282,H,0.5797,65.73,-0.2667,0.0102,0.2769,1056.9535,0.129717,-379.97928,-379.9703,-379.96936,-380.01352,31.566
10283,H,5.009,63.52,-0.2559,0.0099,0.2658,1025.1517,0.117436,-399.78528,-399.77673,-399.7758,-399.81873,30.251
10284,H,2.7425,66.06,-0.2483,-0.0435,0.2048,1043.9454,0.128301,-379.9393,-379.93002,-379.92908,-379.97372,31.572
10285,H,3.0603,62.46,-0.2444,-0.007,0.2374,1008.0644,0.118245,-396.01062,-396.00165,-396.0007,-396.04474,31.055
10286,H,1.5602,67.68,-0.2396,-0.0311,0.2085,1001.6533,0.125664,-383.70493,-383.69528,-383.69434,-383.7401,32.729
10287,H,2.8853,63.92,-0.2402,0.0082,0.2483,977.1124,0.116005,-399.7786,-399.7695,-399.76855,-399.8125,32.013
10288,H,2.7748,62.82,-0.2696,-0.0377,0.2319,1024.798,0.115137,-399.8089,-399.79968,-399.79874,-399.84366,30.714
10289,H,4.3931,63.69,-0.2547,-0.0043,0.2504,989.5961,0.118031,-395.98117,-395.97235,-395.9714,-396.01492,30.796
10290,H,5.3554,58.89,-0.2624,-0.0123,0.25,957.8899,0.105562,-415.8831,-415.8743,-415.87335,-415.9171,30.018
10291,H,4.4967,63.86,-0.2528,0.0124,0.2652,996.7847,0.117534,-399.79865,-399.7901,-399.78915,-399.83197,31.275
10292,H,1.8551,58.64,-0.2713,0.004,0.2753,1001.9421,0.106337,-415.89978,-415.89105,-415.8901,-415.9338,30.231
10293,H,6.3031,63.11,-0.253,0.0216,0.2746,1004.7084,0.118144,-399.7942,-399.78592,-399.78497,-399.8271,30.074
10294,H,1.0374,62.1,-0.254,0.0098,0.2638,1026.2034,0.118971,-396.02084,-396.01193,-396.011,-396.05496,31.083
10295,H,7.0253,62.28,-0.2791,-0.0446,0.2344,2975.3784,0.09901,-415.91367,-415.90054,-415.8996,-415.96375,36.4
10296,H,1.3248,76.52,-0.2607,0.0532,0.3139,1107.517,0.173959,-348.9729,-348.9628,-348.96188,-349.0076,36.563
10297,H,3.4494,71.68,-0.2813,0.0282,0.3095,1146.594,0.163984,-365.08264,-365.07306,-365.0721,-365.11694,34.258
10298,H,1.8289,69.38,-0.2573,0.0367,0.294,1038.017,0.151283,-384.9025,-384.89297,-384.89206,-384.9368,34.636
10299,H,2.4026,64.27,-0.2754,0.0194,0.2949,1055.3434,0.140393,-401.0104,-401.00107,-401.00012,-401.04446,33.01
10300,H,0.5918,84.23,-0.2582,0.0556,0.3138,1227.0782,0.197438,-313.05093,-313.04068,-313.03973,-313.0857,37.81
10301,H,1.187,76.7,-0.2583,0.0445,0.3028,1133.6703,0.174059,-348.98083,-348.97092,-348.96997,-349.0151,36.354
10302,H,3.9094,78.93,-0.3103,0.0372,0.3475,1201.0387,0.187169,-329.16086,-329.1509,-329.14996,-329.19556,35.745
10303,H,3.0451,71.54,-0.2818,0.028,0.3097,1109.2219,0.163679,-365.08945,-365.07983,-365.0789,-365.12372,34.38
10304,H,3.3692,75.63,-0.2338,0.0329,0.2667,1089.331,0.175667,-345.19003,-345.18024,-345.1793,-345.22455,34.754
10305,H,3.4859,72.13,-0.2355,0.0301,0.2656,1055.7727,0.165093,-361.23245,-361.22284,-361.2219,-361.2667,34.109
10306,H,4.7357,69.03,-0.2497,0.022,0.2716,1013.7067,0.152666,-381.10822,-381.099,-381.09805,-381.1423,32.682
10307,H,3.0217,75.99,-0.2468,0.0315,0.2783,1158.4078,0.175927,-345.19788,-345.18805,-345.1871,-345.2324,35.096
10308,H,4.2174,72.67,-0.2453,0.0394,0.2847,1132.0409,0.16495,-361.24023,-361.23044,-361.2295,-361.27478,34.762
10309,H,4.1884,68.89,-0.2514,0.0312,0.2826,1113.865,0.152253,-381.12125,-381.11157,-381.11063,-381.15564,33.961
10310,H,0.8016,77.57,-0.2621,0.0381,0.3002,1148.1266,0.173344,-348.9662,-348.95615,-348.9552,-349.0008,36.19
10311,H,0.6394,70.56,-0.2623,0.0387,0.301,1098.9196,0.149473,-384.88907,-384.8791,-384.87814,-384.92377,35.185
10312,H,3.2431,72.44,-0.2848,0.0188,0.3036,1123.1566,0.163022,-365.07376,-365.06403,-365.06308,-365.10825,34.209
10313,H,4.3617,69.12,-0.253,0.0274,0.2804,1097.0902,0.152029,-381.11615,-381.1064,-381.10547,-381.1507,33.927
10314,H,3.867,65.5,-0.2852,0.0196,0.3048,1073.5884,0.139124,-400.99667,-400.98697,-400.98602,-401.03128,33.23
10315,H,1.9829,62.55,-0.2536,-0.0479,0.2057,1048.7719,0.126485,-420.8978,-420.8884,-420.88745,-420.93256,31.773
10316,H,1.7315,69.61,-0.2518,-0.0525,0.1993,1109.8778,0.149866,-384.9767,-384.96704,-384.9661,-385.0118,33.101
10317,H,1.4946,65.84,-0.2544,-0.0466,0.2078,1079.8522,0.140261,-401.05075,-401.0417,-401.04074,-401.08496,32.04
10318,H,2.0807,71.75,-0.2475,-0.013,0.2344,1048.5518,0.153323,-381.1644,-381.15543,-381.15448,-381.19797,32.14
10319,H,2.9219,67.99,-0.2424,0.0089,0.2513,1013.1208,0.142676,-397.22928,-397.22043,-397.21948,-397.2629,31.881
10320,H,1.2138,71.65,-0.2508,-0.0155,0.2353,1035.5844,0.15321,-381.16064,-381.1517,-381.15076,-381.19446,31.948
10321,H,5.9603,66.81,-0.2403,-0.0249,0.2154,1027.9473,0.139887,-401.048,-401.0389,-401.03796,-401.08243,31.557
10322,H,0.5598,68.03,-0.2334,-0.0088,0.2246,1000.4223,0.142579,-397.2242,-397.2156,-397.21466,-397.25742,31.458
10323,H,1.3957,62.92,-0.2702,-0.0168,0.2534,979.9292,0.130321,-417.1352,-417.12662,-417.1257,-417.1685,30.508
10324,H,2.1347,66.49,-0.2314,-0.0452,0.1861,1048.6978,0.138813,-401.01492,-401.00552,-401.00458,-401.0497,32.073
10325,H,2.9357,62.61,-0.2358,-0.0358,0.1999,1014.0936,0.129347,-417.09198,-417.0831,-417.08215,-417.12592,31.111
10326,H,2.5334,63.39,-0.2494,-0.0558,0.1936,1040.2135,0.125694,-420.88458,-420.8752,-420.87427,-420.91913,31.513
10327,H,3.1777,58.95,-0.2424,-0.033,0.2094,994.1006,0.116085,-436.96317,-436.95416,-436.95322,-436.99728,30.798
10328,H,1.8624,58.34,-0.2551,-0.045,0.2101,1023.9154,0.117073,-436.9719,-436.96317,-436.96222,-437.00586,30.597
10329,H,2.9892,71.62,-0.2454,-0.0178,0.2276,1168.7855,0.17399,-386.1493,-386.13925,-386.1383,-386.18448,35.344
10330,H,3.4201,64.54,-0.2476,-0.0174,0.2302,1121.8239,0.150107,-422.07544,-422.0655,-422.06458,-422.11078,34.319
10331,H,2.7243,78.97,-0.2434,-0.0175,0.2259,1226.8608,0.197085,-350.22815,-350.2177,-350.21677,-350.26413,36.775
10332,H,3.0779,71.72,-0.2437,-0.0149,0.2288,1177.6921,0.173683,-386.15515,-386.14505,-386.1441,-386.1905,35.531
10333,H,3.6951,75.92,-0.2386,0.0319,0.2706,1095.4124,0.187311,-366.29868,-366.2889,-366.28796,-366.33304,35.272
10334,H,3.3453,68.73,-0.2432,-0.0288,0.2144,1055.628,0.163014,-402.17938,-402.16986,-402.1689,-402.21408,33.603
10335,H,1.8038,72.42,-0.2433,-0.0308,0.2125,1143.0702,0.173149,-386.14423,-386.13412,-386.13318,-386.1796,35.155
10336,H,2.5701,65.19,-0.2421,-0.0289,0.2132,1101.722,0.149467,-422.06873,-422.0587,-422.05774,-422.10437,34.081
10337,H,3.5874,64.6,-0.2479,-0.0199,0.228,1078.6672,0.151322,-422.08673,-422.0772,-422.07626,-422.12143,33.544
10338,H,2.5182,78.66,-0.2378,-0.0077,0.2301,1215.1368,0.197317,-350.2405,-350.23,-350.22906,-350.2765,36.872
10339,H,3.2983,75.11,-0.2399,0.0365,0.2764,1175.859,0.186933,-366.31296,-366.30243,-366.30148,-366.34946,36.57
10340,H,6.0234,67.86,-0.2478,0.0267,0.2745,1109.7543,0.165823,-402.24225,-402.2333,-402.23236,-402.27585,32.576
10341,H,2.1362,71.53,-0.2424,-0.013,0.2293,1157.273,0.173791,-386.16187,-386.15155,-386.1506,-386.19815,35.593
10342,H,2.2326,68.16,-0.2416,0.0351,0.2767,1142.7155,0.163542,-402.2325,-402.22223,-402.22128,-402.26886,35.292
10343,H,5.1496,67.8,-0.2444,0.0237,0.2681,1118.2352,0.164907,-402.23422,-402.22495,-402.224,-402.26868,32.876
10344,H,2.7313,72.31,-0.2331,-0.0146,0.2185,1149.0541,0.173344,-386.15448,-386.14426,-386.1433,-386.19003,35.223
10345,H,3.7999,68.77,-0.2371,0.028,0.2651,1106.8975,0.162876,-402.22653,-402.21634,-402.2154,-402.26215,35.0
10346,H,3.5669,76.18,-0.2303,0.0369,0.2672,1139.0813,0.186945,-366.30426,-366.2942,-366.29324,-366.33948,35.596
10347,H,3.6309,72.43,-0.2278,0.0537,0.2815,1107.4808,0.176802,-382.3669,-382.35724,-382.3563,-382.40155,34.89
10348,H,3.9484,60.61,-0.2505,0.0109,0.2613,1018.2195,0.142138,-438.1605,-438.15176,-438.15082,-438.19424,30.947
10349,H,13.0782,63.7,-0.1797,-0.0145,0.1652,1005.2424,0.141116,-438.089,-438.08005,-438.0791,-438.12302,31.352
10350,H,1.8108,65.07,-0.2425,-0.0227,0.2198,1091.356,0.150443,-422.07755,-422.0678,-422.06686,-422.11252,33.511
10351,H,3.5181,61.58,-0.2334,0.0264,0.2598,1045.0728,0.140792,-438.14954,-438.14038,-438.13943,-438.18347,32.626
10352,H,5.3816,61.09,-0.2481,0.0236,0.2717,1049.154,0.142009,-438.16483,-438.156,-438.15506,-438.19858,32.173
10353,H,6.3635,60.68,-0.2563,0.0134,0.2697,1045.175,0.14319,-438.16974,-438.16147,-438.16052,-438.20264,30.286
10354,H,2.011,73.8,-0.2539,0.0692,0.3231,1208.8146,0.198167,-387.33426,-387.32382,-387.32288,-387.36935,37.794
10355,H,3.3471,67.07,-0.2448,0.0635,0.3084,1104.7084,0.175298,-423.26407,-423.25418,-423.25323,-423.2987,35.924
10356,H,0.0313,88.22,-0.2927,0.0768,0.3695,1305.7177,0.245257,-315.48685,-315.476,-315.47507,-315.52237,40.147
10357,H,1.332,81.68,-0.2598,0.0698,0.3296,1266.9755,0.22104,-351.41666,-351.40576,-351.40482,-351.45258,39.298
10358,H,1.3254,81.38,-0.2607,0.0777,0.3384,1258.7832,0.221445,-351.41138,-351.4006,-351.39966,-351.44693,39.109
10359,H,1.6625,74.65,-0.257,0.068,0.325,1208.7955,0.197829,-387.33908,-387.32852,-387.32758,-387.37448,37.963
10360,H,0.9744,81.71,-0.2426,0.0789,0.3216,1228.325,0.220664,-351.40842,-351.39755,-351.3966,-351.44412,38.867
10361,H,2.2746,74.59,-0.2472,0.0735,0.3206,1171.9895,0.197496,-387.33792,-387.32745,-387.3265,-387.3734,37.302
10362,H,1.9604,74.64,-0.2484,0.0738,0.3222,1163.7491,0.197893,-387.3337,-387.32336,-387.32242,-387.3691,36.971
10363,H,2.4216,67.78,-0.2338,0.0696,0.3034,1171.0856,0.173727,-423.25677,-423.2464,-423.24545,-423.2921,36.453
10364,H,0.8941,76.64,-0.2537,0.0315,0.2852,933.6641,0.128392,-309.38525,-309.3771,-309.37616,-309.41745,30.949
10365,H,4.0037,71.39,-0.2787,0.0115,0.2902,909.5061,0.118188,-325.49252,-325.48474,-325.4838,-325.52457,28.788
10366,H,4.7541,67.89,-0.2574,-0.0076,0.2498,884.7368,0.10689,-341.5294,-341.52176,-341.5208,-341.5613,28.013
10367,H,1.8669,69.78,-0.2594,-0.0044,0.255,890.6161,0.10422,-345.30246,-345.29443,-345.2935,-345.3353,29.218
10368,H,4.281,64.47,-0.2846,-0.0258,0.2588,866.5745,0.093983,-361.4069,-361.39926,-361.39832,-361.43924,27.14
10369,H,3.1594,67.85,-0.2503,0.0053,0.2556,889.1891,0.106958,-341.5278,-341.52014,-341.5192,-341.5598,27.909
10370,H,1.1094,69.07,-0.2595,0.0176,0.2771,901.3839,0.104412,-345.30103,-345.29297,-345.29202,-345.33414,29.115
10371,H,3.1185,63.97,-0.2785,-0.0043,0.2741,877.3078,0.09411,-361.40613,-361.3984,-361.39746,-361.43912,27.013
10372,H,4.7892,66.13,-0.3253,-0.0113,0.314,885.895,0.107866,-341.59625,-341.5888,-341.58786,-341.62814,26.747
10373,H,4.5411,62.84,-0.2811,-0.0301,0.2509,861.1665,0.096463,-357.63196,-357.62466,-357.62372,-357.6637,26.056
10374,H,4.9442,59.23,-0.3116,-0.0498,0.2618,843.7302,0.083486,-377.5075,-377.50018,-377.49924,-377.5398,25.225
10375,H,4.7663,62.79,-0.2684,-0.0172,0.2512,864.7466,0.096677,-357.6307,-357.6234,-357.62247,-357.66248,25.845
10376,H,2.7112,59.0,-0.2979,-0.0285,0.2694,853.7587,0.083744,-377.50757,-377.5002,-377.49927,-377.54034,25.005
10377,H,2.1733,71.54,-0.2507,-0.0301,0.2206,916.4734,0.128463,-346.56836,-346.56024,-346.5593,-346.60104,29.705
10378,H,3.0486,66.03,-0.2764,-0.0508,0.2255,891.3852,0.118271,-362.6743,-362.66653,-362.6656,-362.70673,27.595
10379,H,3.6844,62.47,-0.26,-0.059,0.201,865.5694,0.107116,-378.71243,-378.7049,-378.70395,-378.7445,26.726
10380,H,1.9281,64.65,-0.2496,-0.0433,0.2063,875.9317,0.104441,-382.48538,-382.47742,-382.47647,-382.51816,28.047
10381,H,3.1017,59.1,-0.2736,-0.0664,0.2072,852.8988,0.094098,-398.58786,-398.58026,-398.5793,-398.62045,26.048
10382,H,2.9626,62.74,-0.254,-0.0533,0.2007,872.5226,0.107066,-378.70865,-378.70102,-378.70007,-378.74103,26.676
10383,H,2.7393,64.24,-0.2607,-0.042,0.2187,884.3778,0.104628,-382.48282,-382.47488,-382.47394,-382.5157,27.835
10384,H,1.394,59.01,-0.2817,-0.0641,0.2176,859.7574,0.094332,-398.5866,-398.57904,-398.5781,-398.61932,25.781
10385,H,3.3491,65.46,-0.2511,-0.0397,0.2114,909.524,0.128558,-383.74527,-383.73715,-383.7362,-383.77875,28.397
10386,H,2.026,62.42,-0.2409,-0.0556,0.1853,879.6607,0.117437,-399.78833,-399.7804,-399.77945,-399.8213,27.572
10387,H,2.8029,58.97,-0.248,-0.0605,0.1876,862.8233,0.10427,-419.66278,-419.65485,-419.6539,-419.696,26.909
10388,H,1.1384,59.13,-0.2663,-0.0664,0.1998,873.6027,0.104458,-419.65927,-419.65125,-419.6503,-419.69336,26.648
10389,H,0.0576,84.45,-0.2766,0.0769,0.3534,1116.8132,0.223152,-314.27228,-314.26282,-314.26187,-314.30597,35.96
10390,H,1.4918,77.45,-0.2398,0.0801,0.3199,1054.5428,0.199375,-350.20096,-350.19168,-350.19073,-350.23486,34.331
10391,H,1.9407,77.36,-0.2413,0.0726,0.3138,1084.5999,0.199291,-350.189,-350.17953,-350.1786,-350.22385,34.175
10392,H,1.0348,77.76,-0.2418,0.0802,0.322,1044.0967,0.19904,-350.19287,-350.18362,-350.18268,-350.22638,34.507
10393,H,1.2763,77.67,-0.2624,0.0717,0.3341,1062.1357,0.19971,-350.19525,-350.18594,-350.185,-350.22906,34.691
10394,H,2.3902,70.28,-0.2452,0.0727,0.3179,1006.4553,0.17648,-386.1258,-386.11697,-386.11603,-386.15918,32.528
10395,H,3.3165,70.52,-0.2352,0.0698,0.305,1025.2455,0.176048,-386.1135,-386.1044,-386.10345,-386.14725,32.852
10396,H,1.0989,70.71,-0.248,0.0725,0.3205,1010.2844,0.175405,-386.10846,-386.0994,-386.09845,-386.1425,32.609
10397,H,2.0617,70.65,-0.2487,0.0798,0.3285,988.8403,0.176265,-386.11673,-386.10794,-386.107,-386.14984,32.737
10398,H,2.6027,63.44,-0.2509,0.0607,0.3117,953.1207,0.152341,-422.03226,-422.0236,-422.02264,-422.0656,30.996
10399,H,3.1162,70.71,-0.247,0.0572,0.3042,991.6083,0.177078,-386.12204,-386.11337,-386.11243,-386.15497,32.671
10400,H,2.0301,62.97,-0.2429,0.0631,0.306,955.8496,0.153334,-422.0471,-422.03857,-422.03763,-422.08072,30.955
10401,H,3.715,63.43,-0.247,0.0485,0.2955,954.4001,0.153298,-422.03973,-422.03113,-422.03018,-422.07404,30.801
10402,H,0.6498,80.73,-0.2528,0.0518,0.3047,1021.5615,0.17572,-311.8327,-311.82385,-311.8229,-311.8657,33.544
10403,H,4.0521,75.25,-0.3014,0.0327,0.3341,996.6414,0.165706,-327.942,-327.9335,-327.9326,-327.9748,31.329
10404,H,4.7436,71.75,-0.2459,0.0219,0.2678,968.239,0.154198,-343.98013,-343.97177,-343.97083,-344.01282,30.694
10405,H,1.67,73.55,-0.251,0.0278,0.2789,965.4135,0.151694,-347.7556,-347.74692,-347.74597,-347.789,31.835
10406,H,4.1356,68.29,-0.275,0.0084,0.2834,941.1157,0.141455,-363.8624,-363.85403,-363.8531,-363.89554,29.789
10407,H,1.49,73.18,-0.2518,0.0404,0.2922,983.5362,0.15206,-347.75055,-347.7419,-347.74097,-347.7836,31.605
10408,H,2.9771,67.99,-0.2696,0.0198,0.2894,958.8784,0.141898,-363.85776,-363.84952,-363.84857,-363.89066,29.474
10409,H,4.4304,71.95,-0.2381,0.0279,0.266,955.5871,0.15418,-343.97644,-343.96808,-343.96713,-344.00916,30.769
10410,H,3.6191,68.71,-0.2379,0.0248,0.2626,936.0282,0.143186,-360.01318,-360.00504,-360.0041,-360.04565,29.794
10411,H,1.2387,69.95,-0.2309,0.0365,0.2674,948.0866,0.140674,-363.78473,-363.77625,-363.7753,-363.8178,30.961
10412,H,3.3517,64.87,-0.251,0.016,0.267,924.4096,0.130265,-379.89124,-379.88303,-379.88208,-379.92432,28.989
10413,H,0.9857,73.68,-0.253,0.0357,0.2888,951.589,0.151791,-347.7481,-347.73953,-347.7386,-347.78088,31.848
10414,H,3.402,68.5,-0.2764,0.0167,0.2931,927.3444,0.14148,-363.85553,-363.8473,-363.84634,-363.8882,29.843
10415,H,2.3922,65.25,-0.2418,0.0151,0.2569,912.0184,0.130158,-379.8895,-379.88132,-379.88037,-379.92218,29.052
10416,H,2.0627,66.49,-0.2543,0.0244,0.2787,921.0852,0.127913,-383.66333,-383.6549,-383.65396,-383.69644,30.019
10417,H,2.6422,61.48,-0.2732,0.0039,0.2772,897.2008,0.117483,-399.76865,-399.76053,-399.75958,-399.80173,28.079
10418,H,4.6913,68.41,-0.2406,0.0221,0.2627,932.7727,0.143842,-360.0241,-360.01602,-360.01508,-360.05652,29.878
10419,H,5.2148,64.95,-0.2492,0.0103,0.2595,910.7811,0.130692,-379.9027,-379.89447,-379.89352,-379.9358,29.256
10420,H,1.3421,73.77,-0.2563,0.0415,0.2977,967.087,0.152804,-347.75665,-347.74826,-347.7473,-347.78925,31.839
10421,H,3.2782,68.32,-0.2817,0.0236,0.3053,944.2941,0.142449,-363.8647,-363.85654,-363.8556,-363.89728,29.841
10422,H,3.7924,64.82,-0.2473,0.0137,0.261,913.4932,0.131134,-379.9033,-379.89532,-379.89438,-379.93567,29.043
10423,H,2.6069,66.54,-0.2551,0.0187,0.2738,910.9227,0.128783,-383.67697,-383.66876,-383.66782,-383.70984,30.062
10424,H,5.0898,61.31,-0.2772,-0.0009,0.2763,888.1967,0.118521,-399.7825,-399.7746,-399.77368,-399.8152,28.031
10425,H,2.6221,64.9,-0.2473,0.0187,0.2661,920.2368,0.13138,-379.90158,-379.89362,-379.89267,-379.934,28.903
10426,H,2.1296,66.29,-0.2552,0.0296,0.2848,929.7707,0.128943,-383.67346,-383.66522,-383.66428,-383.70618,30.009
10427,H,1.8622,61.12,-0.2727,0.0103,0.283,907.2256,0.118587,-399.77945,-399.77148,-399.77054,-399.81207,28.027
10428,H,2.6148,75.0,-0.2451,-0.0194,0.2256,1016.5496,0.175885,-349.00967,-349.00082,-348.9999,-349.0435,32.169
10429,H,2.6098,67.88,-0.2437,-0.0327,0.211,957.3742,0.15168,-384.93533,-384.9266,-384.92566,-384.96906,30.731
10430,H,3.1255,67.85,-0.2544,-0.0302,0.2241,965.7509,0.151933,-384.92813,-384.91946,-384.91852,-384.962,30.381
10431,H,0.7371,64.47,-0.2304,-0.034,0.1964,933.1327,0.14097,-400.96484,-400.95642,-400.95547,-400.998,29.687
10432,H,1.7201,68.2,-0.241,-0.0297,0.2113,932.5515,0.151782,-384.92795,-384.91946,-384.91852,-384.96094,30.699
10433,H,2.6889,61.18,-0.2516,-0.0423,0.2094,903.1618,0.127901,-420.84146,-420.8331,-420.83215,-420.87476,28.892
10434,H,2.9705,68.17,-0.2555,-0.0357,0.2198,951.4903,0.153237,-384.9373,-384.9291,-384.92816,-384.96994,30.207
10435,H,2.7551,60.51,-0.243,-0.033,0.21,906.9255,0.128413,-420.85416,-420.84573,-420.8448,-420.88773,29.344
10436,H,1.5957,60.8,-0.2632,-0.0478,0.2154,917.0839,0.129366,-420.85303,-420.84497,-420.84402,-420.8862,28.407
10437,H,4.076,71.16,-0.259,0.0243,0.2833,974.0395,0.117444,-325.49448,-325.4864,-325.48544,-325.52716,29.655
10438,H,4.6412,67.81,-0.2587,0.0157,0.2745,947.7357,0.106177,-341.5347,-341.52676,-341.52582,-341.56732,28.699
10439,H,4.7991,63.94,-0.2804,0.0033,0.2837,929.827,0.093193,-361.4124,-361.40457,-361.40363,-361.44504,27.958
10440,H,0.9427,76.01,-0.2452,0.0429,0.2881,999.6898,0.127669,-309.38644,-309.378,-309.37704,-309.4193,31.796
10441,H,4.1087,70.79,-0.2746,0.0259,0.3005,974.744,0.117536,-325.49402,-325.48593,-325.485,-325.52673,29.554
10442,H,1.8017,72.49,-0.2498,0.0314,0.2812,975.5617,0.116359,-325.42352,-325.41525,-325.4143,-325.45636,30.759
10443,H,4.81,67.35,-0.2787,0.0128,0.2916,950.7575,0.106112,-341.5295,-341.52158,-341.52063,-341.5622,28.623
10444,H,1.9035,68.69,-0.2626,0.0194,0.282,954.9912,0.103447,-345.30566,-345.29742,-345.29648,-345.33844,30.076
10445,H,3.7904,63.76,-0.2796,-0.0027,0.277,929.3516,0.09314,-361.4096,-361.40173,-361.4008,-361.44223,27.989
10446,H,5.8236,65.95,-0.3073,0.0062,0.3135,952.9436,0.107224,-341.59958,-341.59186,-341.5909,-341.63214,27.513
10447,H,6.2562,62.57,-0.2952,-0.0068,0.2884,930.5842,0.095674,-357.63373,-357.62613,-357.62518,-357.6663,26.657
10448,H,6.0991,59.01,-0.3214,-0.0204,0.301,909.1844,0.082794,-377.51352,-377.506,-377.50507,-377.54602,25.966
10449,H,2.5204,70.75,-0.2504,-0.0257,0.2247,1007.6601,0.127812,-346.56958,-346.56116,-346.5602,-346.60284,30.47
10450,H,2.1026,67.48,-0.259,-0.0393,0.2197,973.5157,0.116832,-362.6106,-362.60242,-362.6015,-362.64355,29.363
10451,H,2.4297,63.67,-0.2591,-0.0411,0.218,932.5286,0.10367,-382.4876,-382.4795,-382.47855,-382.52054,28.851
10452,H,4.0655,65.83,-0.2668,-0.0407,0.2262,985.5978,0.117538,-362.67648,-362.66843,-362.66748,-362.7096,28.387
10453,H,4.5515,62.57,-0.2799,-0.0549,0.225,953.3634,0.106484,-378.71707,-378.70926,-378.7083,-378.74997,27.317
10454,H,5.5865,58.89,-0.2785,-0.0566,0.2219,906.7143,0.093419,-398.59402,-398.58627,-398.58536,-398.62683,26.767
10455,H,3.2869,70.04,-0.2549,0.0164,0.2713,998.6865,0.116412,-362.60403,-362.59583,-362.59488,-362.63705,29.779
10456,H,3.6268,64.88,-0.2832,-0.0029,0.2803,976.2508,0.105998,-378.70847,-378.70056,-378.69962,-378.74142,27.737
10457,H,2.5193,71.49,-0.241,-0.0222,0.2188,1040.9106,0.127552,-346.56537,-346.5569,-346.55594,-346.599,30.651
10458,H,3.4615,66.19,-0.2611,-0.0365,0.2247,1016.0809,0.11738,-362.67203,-362.66388,-362.66293,-362.70557,28.462
10459,H,2.5512,67.92,-0.2468,-0.0299,0.2169,1010.7874,0.11626,-362.60242,-362.5941,-362.59314,-362.636,29.627
10460,H,3.9358,62.71,-0.2681,-0.0451,0.223,983.7736,0.105924,-378.70746,-378.69946,-378.69852,-378.7411,27.565
10461,H,2.7994,64.1,-0.2538,-0.0308,0.223,992.8123,0.103312,-382.4848,-382.47656,-382.47562,-382.5183,28.959
10462,H,4.5511,59.13,-0.27,-0.0477,0.2223,978.9494,0.092859,-398.58728,-398.57935,-398.5784,-398.62076,26.99
10463,H,3.3367,68.5,-0.25,0.0176,0.2676,932.4952,0.117226,-362.63443,-362.62628,-362.62534,-362.66736,29.754
10464,H,4.9096,63.18,-0.2693,-0.0003,0.2689,904.9501,0.106993,-378.74066,-378.73288,-378.73196,-378.77335,27.617
10465,H,3.9264,65.18,-0.2629,-0.0016,0.2613,978.3711,0.104153,-382.5066,-382.49857,-382.49762,-382.53937,28.785
10466,H,4.3577,60.12,-0.2947,-0.0213,0.2735,957.2898,0.09376,-398.60977,-398.60208,-398.60114,-398.6424,26.749
10467,H,4.4093,65.27,-0.2566,-0.0352,0.2214,962.3626,0.116861,-399.78662,-399.77866,-399.7777,-399.8193,28.411
10468,H,3.415,66.2,-0.2478,-0.03,0.2178,994.4348,0.128021,-383.74924,-383.74088,-383.73993,-383.7831,29.204
10469,H,2.8188,62.28,-0.2561,-0.0413,0.2148,926.6412,0.116699,-399.78696,-399.77872,-399.77777,-399.82108,28.275
10470,H,3.6035,59.16,-0.258,-0.0531,0.2049,980.1248,0.103499,-419.6666,-419.65842,-419.65747,-419.70038,27.766
10471,H,1.5855,64.03,-0.2502,-0.0361,0.2141,937.1202,0.118111,-399.82278,-399.8151,-399.81415,-399.85492,28.026
10472,H,5.4492,60.5,-0.2721,-0.0424,0.2297,938.659,0.104618,-419.68936,-419.6816,-419.68066,-419.72183,27.41
10473,H,0.9147,81.26,-0.227,0.0351,0.2621,1200.9999,0.127562,-309.39737,-309.3883,-309.3874,-309.43225,32.09
10474,H,4.4186,75.87,-0.2502,0.0149,0.2652,1176.1277,0.117383,-325.505,-325.49634,-325.4954,-325.5399,29.883
10475,H,2.2474,77.91,-0.2332,0.0182,0.2513,1175.9833,0.116267,-325.4349,-325.42603,-325.42508,-325.46985,31.09
10476,H,5.4312,72.58,-0.2557,-0.0027,0.2529,1151.455,0.106014,-341.5409,-341.5324,-341.53146,-341.57532,28.968
10477,H,2.0675,74.06,-0.2511,0.0018,0.2529,1161.4922,0.103316,-345.31445,-345.3057,-345.30475,-345.3492,30.347
10478,H,4.4489,68.89,-0.2727,-0.0204,0.2522,1137.1805,0.092997,-361.41855,-361.41013,-361.40918,-361.4533,28.258
