Molecule,=O,O,C,N,-O,=N,=N-O,-tBu,-C(=O)H,-C(=O)CH3,-C(=O)N,-N,-C#CH,-C#N,#N,-OEt,-OMe,-cPropyl,-X,F,-CF3,=NCH3,-NC(=O)CH3,-C(=O)O,-C(=O)OMe,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
CC(CO)NCC#N,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2763,69.18,-0.242,0.0257,0.2677,1305.3683,0.152834,-381.116423,-381.106958,-381.106014,-381.151405,33.017
CC(CO)OCC#C,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.079,70.89,-0.2577,0.0271,0.2848,1296.8855,0.150435,-384.889269,-384.879619,-384.878675,-384.924638,33.948
CC(CO)OCC#N,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4695,64.9,-0.2732,0.0045,0.2777,1176.4227,0.140359,-400.99653,-400.987328,-400.986384,-401.031581,31.925
CCC(C)CCC#C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8848,85.01,-0.2565,0.0595,0.316,1630.7838,0.197523,-313.049846,-313.039472,-313.038528,-313.085572,37.291
CCC(C)CCC#N,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2918,79.88,-0.3105,0.0391,0.3496,1598.9655,0.187391,-329.158997,-329.149012,-329.148068,-329.194527,35.137
CCC(C)NCC#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3238,76.61,-0.243,0.0245,0.2675,1402.5663,0.175934,-345.194928,-345.185116,-345.184172,-345.230212,34.533
CCC(C)OCC#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2791,78.19,-0.2523,0.0351,0.2874,1359.161,0.173309,-348.96675,-348.956671,-348.955727,-349.002315,35.714
CCC(C)OCC#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2891,71.94,-0.2825,0.0126,0.295,1171.5494,0.163294,-365.074865,-365.06524,-365.064296,-365.110194,33.61
CCC(O)CCC#C,0.0,1.0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375,77.93,-0.2537,0.0598,0.3135,1574.8525,0.174133,-348.978776,-348.968793,-348.967849,-349.013744,35.974
CCC(O)CCC#N,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.058,72.93,-0.2832,0.0399,0.3231,1541.4239,0.164032,-365.087974,-365.078412,-365.077467,-365.122698,33.775
CCN(C)CCC#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2404,77.38,-0.2281,0.0371,0.2652,1515.1176,0.175905,-345.189635,-345.179838,-345.178894,-345.225131,34.058
COC(C)CCC#C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7997,78.34,-0.2493,0.0614,0.3107,1457.9633,0.17363,-348.968658,-348.958551,-348.957607,-349.004077,35.666
COC(C)CCC#N,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.118,73.25,-0.2674,0.0415,0.3089,1423.3077,0.163513,-365.078063,-365.068356,-365.067412,-365.113248,33.504
OCC(O)CCC#C,0.0,2.0,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5895,70.39,-0.2576,0.0515,0.3091,1507.7698,0.151327,-384.901545,-384.892097,-384.891152,-384.936052,34.053
OCC(O)CCC#N,0.0,2.0,5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4246,65.27,-0.2726,0.0379,0.3104,1385.8509,0.140694,-401.007408,-400.998097,-400.997153,-401.042033,32.499
CC(CO)CCC=O,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0643,72.83,-0.2491,-0.02,0.2291,1610.6926,0.174007,-386.149556,-386.139409,-386.138465,-386.185651,34.771
CC(CO)CNC=O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3209,69.3,-0.2505,0.0327,0.2833,1367.3836,0.163995,-402.222543,-402.212698,-402.211754,-402.258321,33.892
CC(CO)COC=N,0.0,2.0,5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5461,71.15,-0.2601,0.0229,0.2829,1516.5343,0.163227,-402.190339,-402.180343,-402.179399,-402.226455,33.841
CC(CO)COC=O,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,66.04,-0.2779,0.0087,0.2866,1438.2058,0.15114,-422.093923,-422.084241,-422.083297,-422.129667,32.744
CC(CO)OCC=O,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9928,65.48,-0.2617,-0.0332,0.2284,1369.681,0.150092,-422.069889,-422.06018,-422.059236,-422.105681,32.972
CCC(C)CCC=O,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8927,80.25,-0.247,-0.0177,0.2293,1681.561,0.197503,-350.227528,-350.217169,-350.216225,-350.264017,36.013
CCC(C)CNC=O,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6745,76.51,-0.2494,0.0336,0.2829,1430.936,0.187564,-366.301205,-366.291196,-366.290251,-366.337153,35.091
CCC(C)COC=O,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1233,73.27,-0.2765,0.0097,0.2862,1517.5597,0.17468,-386.173431,-386.163535,-386.162591,-386.209345,33.998
CCC(C)OCC=O,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9513,72.8,-0.255,-0.0266,0.2284,1425.9788,0.172982,-386.148049,-386.13788,-386.136936,-386.184325,34.704
CCC(O)CCC=O,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2676,73.44,-0.2473,-0.0174,0.2299,1630.8574,0.173942,-386.156462,-386.146455,-386.145511,-386.1922,34.76
CCC(O)CNC=O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6429,70.02,-0.2473,0.0348,0.2821,1452.2613,0.16424,-402.23055,-402.220955,-402.220011,-402.265814,33.606
CCC(O)COC=N,0.0,2.0,5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6186,70.91,-0.25,0.0324,0.2824,1398.4539,0.163532,-402.194991,-402.185386,-402.184442,-402.229926,33.681
CCC(O)COC=O,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3228,66.16,-0.2712,0.0141,0.2853,1374.1952,0.151408,-422.09911,-422.089741,-422.088797,-422.133717,32.614
COC(C)CCC=O,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4584,73.64,-0.2451,-0.015,0.2301,1500.6811,0.173562,-386.146619,-386.136541,-386.135597,-386.182657,34.405
COC(C)CNC=O,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9342,70.26,-0.2468,0.0366,0.2834,1330.716,0.163729,-402.220914,-402.211168,-402.210224,-402.256543,33.393
COC(C)COC=N,0.0,2.0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9289,70.46,-0.2536,0.0334,0.287,1171.3474,0.163234,-402.185892,-402.176225,-402.175281,-402.221145,33.232
COC(C)COC=O,1.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7594,65.84,-0.2664,0.0158,0.2821,1151.2266,0.151017,-422.089784,-422.080308,-422.079364,-422.124809,32.232
OCC(O)CCC=O,1.0,3.0,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9948,65.74,-0.2474,-0.0183,0.2291,1466.3784,0.15074,-422.076107,-422.066402,-422.065458,-422.111641,33.415
OCC(O)CNC=O,1.0,3.0,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4243,62.7,-0.2543,0.0271,0.2814,1392.5381,0.141305,-438.15171,-438.14262,-438.141676,-438.186584,31.791
OCC(O)COC=N,0.0,3.0,4,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7552,63.4,-0.2631,0.0167,0.2798,1317.4801,0.140392,-438.116638,-438.107393,-438.106449,-438.151891,31.963
OCC(O)COC=O,1.0,4.0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9538,58.89,-0.2763,0.0036,0.2799,1314.2111,0.128382,-458.019838,-458.01096,-458.010016,-458.054052,30.795
COC=NC(C)C#C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5478,74.45,-0.2495,0.0198,0.2693,1278.8912,0.138686,-363.82035,-363.810699,-363.809755,-363.855437,33.129
COC=NC(C)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8828,69.63,-0.2674,0.0023,0.2697,1247.6632,0.128396,-379.928964,-379.91963,-379.918686,-379.963988,31.102
CCN=CN(C)C=O,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9902,76.02,-0.2455,-0.0091,0.2364,1380.0783,0.152744,-381.153516,-381.144324,-381.143379,-381.187717,31.964
COC=NC(C)C=O,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0685,69.88,-0.2407,-0.0206,0.2201,1407.8665,0.138469,-400.998252,-400.988631,-400.987687,-401.034016,32.001
CCC(C)N=COC,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.731,80.46,-0.2473,0.0237,0.2711,1453.3284,0.185828,-366.267354,-366.256967,-366.256022,-366.303576,35.733
COC=NC(C)CO,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4631,73.63,-0.247,0.0112,0.2582,1433.3957,0.163033,-402.19152,-402.181619,-402.180675,-402.22736,33.848
CCCN=C(N)C#N,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0998,74.26,-0.2566,-0.0387,0.2179,1374.0942,0.141318,-360.058962,-360.049657,-360.048713,-360.0934,32.618
NC(=NCCO)C#N,0.0,1.0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9368,67.19,-0.2605,-0.0488,0.2117,1256.4675,0.11815,-395.985185,-395.976389,-395.975445,-396.019193,30.873
CCCN=C(N)C=O,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7728,74.35,-0.2427,-0.0595,0.1832,1423.737,0.152398,-381.142295,-381.132911,-381.131966,-381.177096,32.988
NC(C=O)=NCCO,1.0,2.0,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7775,67.22,-0.2524,-0.0699,0.1825,1322.1281,0.12914,-417.068763,-417.059835,-417.058891,-417.103017,31.335
CCCN=C(C)OC,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6874,78.97,-0.2416,0.0349,0.2765,1490.2865,0.186253,-366.276991,-366.266595,-366.265651,-366.313666,35.608
COC(C)=NCCO,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6034,71.36,-0.2451,0.0209,0.266,1278.5617,0.163347,-402.201889,-402.19209,-402.191146,-402.237629,33.751
CCCCC(=O)C#C,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7088,76.1,-0.2627,-0.0546,0.2081,1569.0655,0.150476,-347.793789,-347.784177,-347.783232,-347.829043,33.352
CCCCC(=O)C#N,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7555,70.75,-0.2952,-0.084,0.2112,1545.7867,0.13989,-363.894458,-363.885156,-363.884211,-363.929494,31.545
CCCNC(=N)C#N,0.0,0.0,5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4501,73.33,-0.2498,-0.0386,0.2112,1480.1649,0.14166,-360.064587,-360.05518,-360.054236,-360.099818,32.061
CCCNC(=O)C#C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6301,73.82,-0.2547,-0.0235,0.2312,1408.5017,0.14017,-363.862524,-363.853073,-363.852129,-363.89838,32.669
CCCOC(=O)C#C,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0815,69.67,-0.2774,-0.0394,0.2379,1425.1823,0.127698,-383.738228,-383.729098,-383.728153,-383.773038,31.225
CCCOC(=O)C#N,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5681,64.42,-0.3146,-0.0674,0.2472,1401.8707,0.117176,-399.837793,-399.82897,-399.828026,-399.872478,29.397
CCNCC(=O)C#N,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6574,69.2,-0.2428,-0.089,0.1539,1456.9012,0.128513,-379.930544,-379.921431,-379.920487,-379.965259,30.761
CCOCC(=O)C#C,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6456,70.08,-0.2653,-0.0571,0.2082,1429.9283,0.126378,-383.705188,-383.695853,-383.694908,-383.74013,31.628
CCOCC(=O)C#N,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1617,64.92,-0.2845,-0.0868,0.1977,1406.2859,0.115667,-399.805021,-399.795961,-399.795016,-399.839824,29.91
COCCC(=O)C#C,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7145,69.39,-0.2579,-0.059,0.1989,1465.2561,0.126715,-383.70585,-383.696493,-383.695548,-383.740883,31.556
COCCC(=O)C#N,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.624,64.09,-0.2719,-0.0888,0.1831,1442.8761,0.116086,-399.805727,-399.796673,-399.795728,-399.840569,29.765
[NH3+]CC[N-]C(=O)C#N,1.0,1.0,4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1474,66.24,-0.2603,-0.0319,0.2284,1115.8548,0.119422,-395.991667,-395.983619,-395.982675,-396.024645,28.516
OCCCC(=O)C#C,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.038,68.81,-0.2652,-0.0564,0.2088,1500.3671,0.126978,-383.713153,-383.703738,-383.702794,-383.748292,32.089
OCCCC(=O)C#N,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2829,63.53,-0.2799,-0.086,0.1939,1476.6082,0.116376,-399.813562,-399.804462,-399.803517,-399.848465,30.278
OCCNC(=N)C#N,0.0,1.0,4,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3756,66.24,-0.2481,-0.037,0.211,1256.8987,0.118832,-395.987084,-395.978331,-395.977387,-396.021323,30.182
OCCNC(=O)C#C,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9498,66.69,-0.2548,-0.0212,0.2336,1249.2938,0.117021,-399.784802,-399.775809,-399.774865,-399.819495,31.095
OCCOC(=O)C#C,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8604,61.99,-0.2779,-0.0481,0.2297,1211.0984,0.104619,-419.659326,-419.650697,-419.649753,-419.693603,29.603
OCCOC(=O)C#N,1.0,3.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1141,56.86,-0.2932,-0.0758,0.2174,1192.7992,0.09398,-435.757916,-435.74956,-435.748616,-435.792118,27.856
CCCCC(=O)C=O,2.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0192,69.91,-0.2474,-0.0916,0.1557,1636.0763,0.150108,-384.962446,-384.952798,-384.951854,-384.998209,32.424
CCCNC(=N)C=O,1.0,1.0,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9088,72.7,-0.2363,-0.0666,0.1698,1563.3536,0.152338,-381.138174,-381.128649,-381.127704,-381.173603,32.599
CCCNC(=O)C=O,2.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3688,68.51,-0.2482,-0.0711,0.1771,1471.8008,0.140022,-401.03413,-401.024744,-401.0238,-401.070025,31.609
CCCOC(=O)C=O,2.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,63.35,-0.2643,-0.0834,0.1809,1389.9216,0.127646,-420.913192,-420.904034,-420.90309,-420.948629,30.249
CCOCC(=O)C=O,2.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7421,63.91,-0.2536,-0.0973,0.1562,1399.5902,0.126331,-420.880868,-420.871589,-420.870644,-420.916039,30.667
COCCC(=O)C=O,2.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2675,63.16,-0.255,-0.0974,0.1575,1435.9807,0.126649,-420.881603,-420.872287,-420.871342,-420.917066,30.542
OCCCC(=O)C=O,2.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0972,62.82,-0.2499,-0.0934,0.1565,1565.9473,0.126606,-420.881675,-420.872235,-420.871291,-420.91732,31.151
OCCNC(=N)C=O,1.0,2.0,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7012,65.54,-0.2343,-0.0642,0.17,1340.898,0.12948,-417.060971,-417.052036,-417.051092,-417.095395,30.826
OCCNC(=O)C=O,2.0,3.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8607,60.45,-0.2494,-0.0737,0.1757,1201.9121,0.117543,-436.965395,-436.956693,-436.955749,-436.999862,29.584
OCCOC(=O)C=O,2.0,4.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2593,55.81,-0.2727,-0.0918,0.1809,1164.7128,0.104596,-456.834334,-456.825696,-456.824752,-456.869093,28.619
CCC(=O)CCCO,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7757,72.43,-0.2427,-0.0071,0.2356,1719.3704,0.17388,-386.163129,-386.152747,-386.151802,-386.200269,35.016
CCC(=O)CCOC,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4617,72.92,-0.2453,-0.01,0.2353,1680.1526,0.173579,-386.156382,-386.146039,-386.145095,-386.193304,34.518
CCC(=O)NCCO,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,70.12,-0.2391,0.0389,0.278,1449.1964,0.164253,-402.2346,-402.224743,-402.223799,-402.270849,33.868
